Gene	avg_logFC	p_val_adj	AUC_score	RNA_Cluster
SLC25A37	1.5362417168886	2.5489485800565e-39	0.867429000069779	Meta-myelocyte/Mature neutrophil
RGS2	1.45941983970891	1.71307098160107e-38	0.863879003558719	Meta-myelocyte/Mature neutrophil
SOD2	1.68721149225732	3.28875870284764e-38	0.862544483985765	Meta-myelocyte/Mature neutrophil
ZFP36L1	1.73241994305157	1.73497345356494e-34	0.844550275626265	Meta-myelocyte/Mature neutrophil
CXCR2	1.61054410070183	8.6953779766451e-34	0.840485660456353	Meta-myelocyte/Mature neutrophil
SAT1	1.07604363477428	1.755456561946e-32	0.836107040681041	Meta-myelocyte/Mature neutrophil
CLEC7A	1.32555595599785	4.91070161709497e-32	0.833882841392785	Meta-myelocyte/Mature neutrophil
LITAF	1.08864135351634	1.41885099608678e-31	0.831710976205429	Meta-myelocyte/Mature neutrophil
SRGN	0.731614688038909	1.18354729535948e-30	0.827192798827716	Meta-myelocyte/Mature neutrophil
G0S2	1.29808643979845	2.33017689478226e-30	0.825736166352662	Meta-myelocyte/Mature neutrophil
GLUL	1.37379678095956	1.21717259924515e-29	0.822116391040402	Meta-myelocyte/Mature neutrophil
DUSP1	1.12021653828646	1.26872510185158e-29	0.822064056939502	Meta-myelocyte/Mature neutrophil
AQP9	1.50187172399165	4.03895743621695e-29	0.818365780475891	Meta-myelocyte/Mature neutrophil
SMCHD1	1.34543194677658	9.4317775718872e-28	0.812364803572675	Meta-myelocyte/Mature neutrophil
FAM129A	1.77948400231533	7.56117030719563e-27	0.797815923522434	Meta-myelocyte/Mature neutrophil
IFITM3	1.90127935114308	1.35444973843351e-24	0.793637917800572	Meta-myelocyte/Mature neutrophil
ITGAX	1.27636728468503	1.56064832551201e-24	0.795321331379527	Meta-myelocyte/Mature neutrophil
FTL	0.705186698765871	9.91006723724098e-24	0.791021212755565	Meta-myelocyte/Mature neutrophil
H3F3B	1.08038700268519	4.46516944245571e-23	0.787366548042705	Meta-myelocyte/Mature neutrophil
KIAA1551	1.28498427267332	5.44423609871531e-23	0.786476868327402	Meta-myelocyte/Mature neutrophil
SMAP2	1.30838625148141	6.1919788930434e-23	0.786276254273952	Meta-myelocyte/Mature neutrophil
FFAR2	1.70412534621772	1.35869706011805e-22	0.777998743981578	Meta-myelocyte/Mature neutrophil
HLA-E	0.815848457253217	2.20057171152702e-22	0.783458935175494	Meta-myelocyte/Mature neutrophil
TXNIP	0.96427037362703	1.65631497716368e-20	0.772573442188263	Meta-myelocyte/Mature neutrophil
SLC11A1	1.12846271513878	6.44240223203603e-20	0.768526271718652	Meta-myelocyte/Mature neutrophil
FAM65B	0.993340995588788	7.89078193516961e-19	0.762342125462285	Meta-myelocyte/Mature neutrophil
HLA-C	0.798391340017474	7.98382739254563e-19	0.762438071313935	Meta-myelocyte/Mature neutrophil
PTPRC	0.913050406394668	1.4221570343495e-18	0.760894215337381	Meta-myelocyte/Mature neutrophil
RNF149	0.83041260033795	3.46753930863269e-18	0.758486846695974	Meta-myelocyte/Mature neutrophil
GBP2	1.58196772976517	3.59594690603173e-18	0.744975926313586	Meta-myelocyte/Mature neutrophil
XPO6	1.29066746757925	3.64941403364027e-18	0.757858837485172	Meta-myelocyte/Mature neutrophil
FCGR2A	1.25205561725174	3.8687515046869e-18	0.751735747679855	Meta-myelocyte/Mature neutrophil
LYN	1.09655254973209	4.05888929245636e-18	0.757823948084572	Meta-myelocyte/Mature neutrophil
JUNB	0.733917839157898	1.25576975459042e-17	0.754989184285814	Meta-myelocyte/Mature neutrophil
CEBPB	0.995155398914995	2.20151698455758e-16	0.746973344497942	Meta-myelocyte/Mature neutrophil
MBOAT7	1.19164515712168	2.91878026824107e-16	0.745621380224688	Meta-myelocyte/Mature neutrophil
PELI1	0.925646127961318	3.73301645795181e-16	0.745438210871537	Meta-myelocyte/Mature neutrophil
SEC14L1	1.09458542161889	5.31377545675001e-16	0.743754797292583	Meta-myelocyte/Mature neutrophil
SERPINA1	1.03390706887683	8.66482863722857e-16	0.743091898681181	Meta-myelocyte/Mature neutrophil
TNFAIP2	1.22386240195852	9.70728739218465e-16	0.742463889470379	Meta-myelocyte/Mature neutrophil
YPEL3	1.0320336179282	9.83947233397831e-16	0.742612169422929	Meta-myelocyte/Mature neutrophil
S100A11	0.719291105765874	1.64593861932712e-15	0.741260205149675	Meta-myelocyte/Mature neutrophil
MX2	1.36971921343529	1.80467801783791e-15	0.734099155676506	Meta-myelocyte/Mature neutrophil
TAGLN2	1.25777292456378	2.16355956728792e-15	0.739864629125672	Meta-myelocyte/Mature neutrophil
TREM1	1.35926585375655	2.46573826440271e-15	0.730566603865746	Meta-myelocyte/Mature neutrophil
VNN2	0.728187339369827	7.54428603805451e-15	0.736776917172563	Meta-myelocyte/Mature neutrophil
FPR1	0.838070478994119	1.01594291715392e-14	0.73588723745726	Meta-myelocyte/Mature neutrophil
CYTH4	1.4305593253281	1.11189454773159e-14	0.732564022050101	Meta-myelocyte/Mature neutrophil
CPPED1	1.01271211127997	1.46094289656426e-14	0.733287977112553	Meta-myelocyte/Mature neutrophil
FYB	0.844725452972196	1.51289149850564e-14	0.734753331937757	Meta-myelocyte/Mature neutrophil
ZFP36	1.02092712428946	1.58705361703342e-14	0.734596329635057	Meta-myelocyte/Mature neutrophil
FOS	0.875405258289653	6.89504431359684e-14	0.730200265159445	Meta-myelocyte/Mature neutrophil
RNASET2	1.12354015097833	8.27520096893929e-14	0.729397808945642	Meta-myelocyte/Mature neutrophil
SELL	0.80809906203429	7.67529305667162e-13	0.722777545181774	Meta-myelocyte/Mature neutrophil
MXD1	0.808226549162846	1.16943606996208e-12	0.72144302560882	Meta-myelocyte/Mature neutrophil
CXCR1	1.31543193780087	1.38600352405162e-12	0.712424115553695	Meta-myelocyte/Mature neutrophil
CMTM2	1.16459258200739	1.78923925101832e-12	0.71773602679506	Meta-myelocyte/Mature neutrophil
JMJD1C	1.23783883900616	4.96413507284143e-12	0.713505686972298	Meta-myelocyte/Mature neutrophil
PTEN	0.769784628318535	2.31369160688969e-11	0.71085409252669	Meta-myelocyte/Mature neutrophil
PLEK	1.03567552636043	5.76245270179243e-11	0.708577559137534	Meta-myelocyte/Mature neutrophil
STEAP4	1.19217788692151	7.1379718342958e-11	0.705620682436676	Meta-myelocyte/Mature neutrophil
ALPL	1.29945430866318	1.5344772420742e-10	0.679601911939153	Meta-myelocyte/Mature neutrophil
DOCK5	1.0831738110138	1.94849542210558e-10	0.70342265019887	Meta-myelocyte/Mature neutrophil
USP15	0.768897558899811	3.38195557223753e-10	0.702620193985067	Meta-myelocyte/Mature neutrophil
MME	1.11921185111244	7.05543298337546e-10	0.695241085758147	Meta-myelocyte/Mature neutrophil
SECTM1	1.3732592772216	2.53781976388531e-09	0.680325867001605	Meta-myelocyte/Mature neutrophil
VMP1	1.08784228567515	5.40081864828504e-09	0.691333472890936	Meta-myelocyte/Mature neutrophil
TNFRSF1B	0.756983886880016	1.25718303453531e-08	0.689606447561231	Meta-myelocyte/Mature neutrophil
FCGR3A	1.08784358531268	2.23447997503311e-08	0.675772800223292	Meta-myelocyte/Mature neutrophil
KCNJ15	1.13175166433786	3.38227280394172e-08	0.682680901542111	Meta-myelocyte/Mature neutrophil
TMEM154	0.787145653556392	3.53386226051941e-08	0.686117507501221	Meta-myelocyte/Mature neutrophil
R3HDM4	1.00147354155599	4.22506922599473e-08	0.681799944176959	Meta-myelocyte/Mature neutrophil
CXCL8	1.38404031425183	5.27090077651179e-08	0.684625985625567	Meta-myelocyte/Mature neutrophil
WIPF1	0.865417715380537	1.1275363354879e-07	0.681738887725909	Meta-myelocyte/Mature neutrophil
IL1R2	0.731385021524043	2.77031465258806e-07	0.678241225315749	Meta-myelocyte/Mature neutrophil
CASP4	0.996365672001461	3.34030642364076e-07	0.67510117926174	Meta-myelocyte/Mature neutrophil
ACSL1	0.782041790305821	4.21218956451279e-07	0.676828204591445	Meta-myelocyte/Mature neutrophil
SSH2	0.986968348573801	9.74554376982414e-07	0.67156862745098	Meta-myelocyte/Mature neutrophil
TUBA1A	0.908652949552069	1.29623739101148e-06	0.670949340590329	Meta-myelocyte/Mature neutrophil
LILRB3	0.8444005956507	1.37670445064375e-06	0.668271579094271	Meta-myelocyte/Mature neutrophil
PHOSPHO1	1.13142205169781	1.51419650566771e-06	0.657987928267392	Meta-myelocyte/Mature neutrophil
PICALM	0.896062154996333	3.94968393826474e-06	0.666396273812016	Meta-myelocyte/Mature neutrophil
PROK2	0.815564171524234	4.75027065328495e-06	0.666614332565767	Meta-myelocyte/Mature neutrophil
RASSF3	1.0830768685501	5.84063593148165e-06	0.658310655222943	Meta-myelocyte/Mature neutrophil
LRRK2	0.708421889025683	6.77129144736226e-06	0.665096643639662	Meta-myelocyte/Mature neutrophil
CD14	1.12154089921885	7.44749108351327e-06	0.658197264670993	Meta-myelocyte/Mature neutrophil
SORL1	0.741311374685062	7.90901542167128e-06	0.664957086037262	Meta-myelocyte/Mature neutrophil
IRF1	1.0460074158117	1.23247678134905e-05	0.662279324541204	Meta-myelocyte/Mature neutrophil
BCL6	0.736828798851079	1.59233469844462e-05	0.661782150582653	Meta-myelocyte/Mature neutrophil
JAML	0.852534732651843	1.64727442974982e-05	0.661293698974252	Meta-myelocyte/Mature neutrophil
CSF2RB	0.837334170357509	2.27951985178352e-05	0.657822203614542	Meta-myelocyte/Mature neutrophil
TSC22D3	0.893080630765165	2.47304062669925e-05	0.659462005442746	Meta-myelocyte/Mature neutrophil
FPR2	1.10543283581809	2.89878610213049e-05	0.644389784383504	Meta-myelocyte/Mature neutrophil
HCK	0.862228763310155	3.43743638028627e-05	0.658450212825344	Meta-myelocyte/Mature neutrophil
PTGS2	1.06024833152137	3.74544498992098e-05	0.655816063080036	Meta-myelocyte/Mature neutrophil
BCL2A1	0.739625172349746	3.84190596788244e-05	0.657891982415742	Meta-myelocyte/Mature neutrophil
CREB5	0.956174163978643	7.63472284851138e-05	0.646962877677762	Meta-myelocyte/Mature neutrophil
RARA	1.04628215245843	0.000121353323598156	0.649283022817668	Meta-myelocyte/Mature neutrophil
ATP2B1	0.986951743703053	0.000133607179286774	0.641633521736097	Meta-myelocyte/Mature neutrophil
TLR2	1.10138748364959	0.000138770009405157	0.643988556276603	Meta-myelocyte/Mature neutrophil
AIF1	0.928687700034107	0.000238438892219201	0.649361523969018	Meta-myelocyte/Mature neutrophil
IL13RA1	1.24538167502578	0.000371791498452392	0.626177517270253	Meta-myelocyte/Mature neutrophil
IFIT3	1.43479160713282	0.000499331305475898	0.62500872235015	Meta-myelocyte/Mature neutrophil
UBE2B	0.744704110722864	0.000608490420195157	0.644808457190705	Meta-myelocyte/Mature neutrophil
FGL2	0.848024973579848	0.000674994912212154	0.640342613913893	Meta-myelocyte/Mature neutrophil
IDS	0.821657739440921	0.000711666776332572	0.643674551671202	Meta-myelocyte/Mature neutrophil
KDM6B	0.868699825242799	0.000864973956547843	0.643596050519852	Meta-myelocyte/Mature neutrophil
TNFRSF1A	1.04471942408327	0.000891346760074911	0.635205149675529	Meta-myelocyte/Mature neutrophil
NABP1	0.726830482701487	0.0010607313622305	0.637638685367385	Meta-myelocyte/Mature neutrophil
NCOA4	0.77354236666384	0.00116098483022524	0.641991138092248	Meta-myelocyte/Mature neutrophil
TLR6	0.879593901237993	0.00127837507333609	0.600176191473031	Meta-myelocyte/Mature neutrophil
ZDHHC18	0.748185878682949	0.00145334085910543	0.641241015979345	Meta-myelocyte/Mature neutrophil
CHSY1	1.03634050080903	0.00180407033830606	0.627285255739306	Meta-myelocyte/Mature neutrophil
DGAT2	0.987171342559323	0.00270792112792864	0.625785011513502	Meta-myelocyte/Mature neutrophil
GBP5	1.12356139285925	0.00290212768484232	0.608087363059103	Meta-myelocyte/Mature neutrophil
AHCTF1	0.885947227662018	0.00356689561706265	0.617559835322029	Meta-myelocyte/Mature neutrophil
IFIT2	1.41694621523917	0.00408258976051483	0.613957504710069	Meta-myelocyte/Mature neutrophil
SHISA5	0.906972279550773	0.00832757903592307	0.624642383643849	Meta-myelocyte/Mature neutrophil
ADGRE2	0.899069680311114	0.00836455093903915	0.590939222664155	Meta-myelocyte/Mature neutrophil
IER2	0.714135459116437	0.0115871690594754	0.630660805247366	Meta-myelocyte/Mature neutrophil
CD53	0.775502025763238	0.0121817763977923	0.630024073686414	Meta-myelocyte/Mature neutrophil
NINJ1	0.888450857787524	0.014426935553333	0.627381201590957	Meta-myelocyte/Mature neutrophil
RICTOR	0.761538521686601	0.014872266045688	0.619400251203684	Meta-myelocyte/Mature neutrophil
ATHL1	1.10019011686592	0.0155022797787046	0.618152955132231	Meta-myelocyte/Mature neutrophil
LIMK2	0.89125147256563	0.0159463624641369	0.622950247714744	Meta-myelocyte/Mature neutrophil
NLRP1	0.826490241671347	0.0188832721215586	0.621737841043891	Meta-myelocyte/Mature neutrophil
ADM	0.773984385900691	0.0210981071144341	0.602993510571488	Meta-myelocyte/Mature neutrophil
TNFRSF10C	1.19059246294564	0.021363868179495	0.615789198241574	Meta-myelocyte/Mature neutrophil
IL1RAP	0.833990676148066	0.0219963130308648	0.609168934477706	Meta-myelocyte/Mature neutrophil
PPP1R3B	0.795933080554824	0.0264458734575651	0.597001256018422	Meta-myelocyte/Mature neutrophil
ERGIC1	0.962221993742489	0.0288706350464889	0.614611680971321	Meta-myelocyte/Mature neutrophil
ARHGAP26	0.96483814431635	0.0292161508288604	0.620333542669737	Meta-myelocyte/Mature neutrophil
PECAM1	0.711463726408789	0.0329127680257031	0.623456144023446	Meta-myelocyte/Mature neutrophil
NUMB	0.764312439531569	0.0469125351339028	0.621607005791641	Meta-myelocyte/Mature neutrophil
CEACAM8	2.25045928329793	5.2817299387617e-54	0.973517040089278	Pro-myelocyte
CD24	2.05264222635061	9.43546609256449e-51	0.959653189114945	Pro-myelocyte
LYZ	1.40989856394268	1.92126195508299e-47	0.945596188514035	Pro-myelocyte
LTF	2.22636426038542	1.68718903683719e-45	0.936818611039574	Pro-myelocyte
LCN2	2.05805076143423	5.97113267720004e-45	0.934307665894068	Pro-myelocyte
UGCG	1.85306369619096	2.1430764582964e-40	0.910603914499099	Pro-myelocyte
ANXA1	1.27408355857012	2.18136691046334e-38	0.903038887458151	Pro-myelocyte
CAMP	2.48705959491507	4.84225788573112e-38	0.901375654562623	Pro-myelocyte
BPI	1.58416572850689	1.14512856016873e-35	0.889282341831917	Pro-myelocyte
STOM	1.45388192342023	1.3837420091538e-35	0.887028929521847	Pro-myelocyte
MMP8	1.7646534646318	1.40364211443043e-35	0.888874581509142	Pro-myelocyte
RETN	2.15196775099109	2.44309245173432e-34	0.878144046699287	Pro-myelocyte
NKG7	1.99605229017792	4.98349308453225e-33	0.871158468538072	Pro-myelocyte
TCN1	1.51621793556006	1.12615138992957e-31	0.86240235213323	Pro-myelocyte
LTA4H	1.31903314807494	4.4829257128071e-31	0.864709417117349	Pro-myelocyte
CYBB	1.28755439565966	2.11464689138321e-30	0.861511717744012	Pro-myelocyte
CPNE3	1.35619217398954	1.65251511633531e-29	0.852540990642974	Pro-myelocyte
OLR1	1.41214378938514	1.24951005199798e-26	0.82543565971328	Pro-myelocyte
S100A8	0.720921226180979	1.77518657376445e-23	0.821229290067817	Pro-myelocyte
GPI	1.22179993012792	5.46694734180371e-23	0.809093055197871	Pro-myelocyte
TSPO	0.842416378051318	6.31139577116777e-23	0.817752596789424	Pro-myelocyte
CEACAM1	1.17077148895169	9.05748051858793e-23	0.815670873036312	Pro-myelocyte
ANXA3	0.787647576019131	3.91662347808886e-21	0.806378229890978	Pro-myelocyte
PGLYRP1	1.04469362656985	2.38261627611286e-20	0.801291956391107	Pro-myelocyte
SEC63	1.08339788814775	3.4453168103343e-20	0.771825907803245	Pro-myelocyte
ACTG1	0.711409830493349	6.16691800560821e-19	0.791849085758434	Pro-myelocyte
CRISP3	1.12817248726892	2.18497939296604e-18	0.788061206970555	Pro-myelocyte
RPL27	0.804327082407162	3.14718649802251e-18	0.786934500815521	Pro-myelocyte
ANP32B	1.18489475331936	6.78758176622611e-18	0.769497381749506	Pro-myelocyte
ABCA13	1.50956508747337	1.41189131658406e-17	0.75218902910121	Pro-myelocyte
FCN1	0.788569081683659	1.60720876018385e-17	0.782062838011847	Pro-myelocyte
RPLP1	1.20087462861531	2.36283649642173e-16	0.773499871233582	Pro-myelocyte
CHI3L1	1.08207405163758	3.64501391946035e-16	0.771686410850717	Pro-myelocyte
RPS8	0.958092808563323	4.35173558607714e-16	0.761213408876298	Pro-myelocyte
SVIP	1.22497449955087	6.88033478892783e-16	0.757275302601082	Pro-myelocyte
CEACAM6	1.25038627111023	1.08390187861759e-14	0.721993304146279	Pro-myelocyte
RPL7A	0.829818360145456	2.96275311789805e-14	0.753390848999914	Pro-myelocyte
INHBA	1.06532409391968	1.18590790383651e-13	0.694329985406473	Pro-myelocyte
COX7A2L	0.933619488171837	3.27764943914755e-13	0.737230663576273	Pro-myelocyte
RPS12	0.833897754387876	4.48615888891795e-13	0.745750708215297	Pro-myelocyte
B4GALT5	0.822277483531859	5.50371539084961e-13	0.74777877929436	Pro-myelocyte
RPL39	0.751902858912272	1.12339331543712e-12	0.744634732595073	Pro-myelocyte
PLAC8	1.04194022455442	1.83821420072048e-12	0.729944630440381	Pro-myelocyte
RPL15	0.811753684635566	4.47087773427496e-12	0.731779551892866	Pro-myelocyte
GSN	0.806801796697549	4.90895691721188e-12	0.739526998025582	Pro-myelocyte
LAIR1	1.01830046780208	9.55848734013482e-12	0.693739805991931	Pro-myelocyte
CANX	0.821268286085032	1.69415371605998e-11	0.708784015795347	Pro-myelocyte
RPS28	0.762456298897496	5.07256031151111e-11	0.714160013735085	Pro-myelocyte
SERPINB10	0.873999474878311	1.2125628468789e-10	0.700897072710104	Pro-myelocyte
PAXBP1	0.734592290404922	2.9519188821556e-10	0.655614215812516	Pro-myelocyte
HMGN1	0.915422171982342	3.50313266507727e-10	0.719450167396343	Pro-myelocyte
ADSS	0.919598944155127	2.03510117466167e-09	0.712357283887029	Pro-myelocyte
RPLP2	0.764320056467733	2.23551272744325e-09	0.715318911494549	Pro-myelocyte
C20orf27	0.817146284652304	2.83310720920916e-09	0.666677397201477	Pro-myelocyte
DIP2A	1.00891610596649	3.76236757713494e-09	0.712335822817409	Pro-myelocyte
MTDH	0.707547771181015	3.86014016592986e-09	0.69677654734312	Pro-myelocyte
HP	1.08546955889562	4.17286610046207e-09	0.657320370847283	Pro-myelocyte
ROGDI	0.868198721879615	5.41519120378526e-09	0.661279938192119	Pro-myelocyte
RPL32	0.707341219414214	9.14750166124939e-09	0.708365524937763	Pro-myelocyte
ALDH3B1	0.7423614699433	2.46599049299297e-08	0.68864280195725	Pro-myelocyte
CD47	0.72596957760935	3.84562429716782e-08	0.699029959653189	Pro-myelocyte
RPS20	0.75991971856068	3.96507335824883e-08	0.702055970469568	Pro-myelocyte
SUSD3	0.734254747874628	4.11124274461655e-08	0.696958966434887	Pro-myelocyte
FBXO9	0.701033783441133	6.70100974064793e-08	0.694887973216585	Pro-myelocyte
PTX3	0.970837086304121	8.04991169467879e-08	0.674070735685466	Pro-myelocyte
MS4A3	1.55243900303428	1.05419695622182e-07	0.687365868314877	Pro-myelocyte
MCEMP1	0.789871715301027	1.96822574401844e-07	0.690413340200876	Pro-myelocyte
ENO1	0.714184902525776	2.31489725713023e-07	0.691851231865396	Pro-myelocyte
CEBPE	1.10565205827165	5.78534431496086e-07	0.656204395227058	Pro-myelocyte
ATP8B4	0.781205874502396	7.05165368792263e-07	0.68047686496695	Pro-myelocyte
SPN	1.13564962543713	2.8696287046779e-06	0.66046441754657	Pro-myelocyte
H1FX	0.765308062195743	5.06345324633797e-06	0.640183706755945	Pro-myelocyte
CLINT1	0.711546822862468	7.44446468575284e-06	0.67310498755258	Pro-myelocyte
VSTM1	0.733263144126509	9.60675568384734e-06	0.671152030217186	Pro-myelocyte
RPL36	0.743783281502944	1.08784321518859e-05	0.669113228603314	Pro-myelocyte
RNASE2	1.64817835857689	1.21635883887566e-05	0.65012018198987	Pro-myelocyte
CITED4	0.789138643155741	1.39786919140891e-05	0.652835007296764	Pro-myelocyte
CHIT1	1.01690040143885	1.53864512141024e-05	0.644626148167225	Pro-myelocyte
TMEM63A	0.727667612144739	2.0558694665027e-05	0.6501523735943	Pro-myelocyte
HDGF	0.705736916598693	8.22670873154101e-05	0.662782213065499	Pro-myelocyte
CD177	0.735554475506474	0.000387818167676871	0.663726500128766	Pro-myelocyte
VAT1	0.722783306433993	0.000741120339604903	0.621330157095029	Pro-myelocyte
NSUN5	0.787721961229524	0.000916174503357366	0.62572967636707	Pro-myelocyte
ENPP4	0.758353473932312	0.00141990057770665	0.609387071851661	Pro-myelocyte
CD59	0.892856203992005	0.00152980718710346	0.631384668211864	Pro-myelocyte
FAM46A	0.859244430654662	0.00160668244733921	0.627339256588548	Pro-myelocyte
ANXA6	0.741898681135277	0.00486533632687319	0.632092883509314	Pro-myelocyte
H2AFV	0.724651663403321	0.00492584748415953	0.638928234183192	Pro-myelocyte
HLX	0.81255733242453	0.00947855970416398	0.623411880848141	Pro-myelocyte
MMP9	1.52169381472937	1.77113653490764e-34	0.893171656957052	Myelocyte
S100A12	1.03034183463016	2.07908798756155e-23	0.829065618931491	Myelocyte
HMGB2	0.976177190072017	1.9847673975392e-21	0.816081831730118	Myelocyte
PADI4	0.854142009232182	7.31213672920447e-18	0.79178521428894	Myelocyte
CKAP4	0.837879270909177	2.48088782467526e-13	0.757237050083548	Myelocyte
PYGL	0.703125955183989	4.74226879368663e-12	0.74687260082193	Myelocyte
S100P	0.727616336167766	1.16309929866527e-09	0.725929187553629	Myelocyte
VNN1	0.916997553149618	1.24233250576326e-08	0.69812130244321	Myelocyte
SYNE1	0.75998356904015	1.53089601042615e-08	0.713611525086935	Myelocyte
HSPA1A	0.717652819527522	4.28582761006293e-07	0.700977735627512	Myelocyte
CLC	1.03500132733039	1.54379228837473e-06	0.693537461048638	Myelocyte
RBP7	0.787299586833297	5.62785059263371e-05	0.643228108205753	Myelocyte
PLEC	0.754193762510035	0.000264513081602764	0.654879645937768	Myelocyte
BMX	0.822979771059378	0.000513311988846754	0.639716840536513	Myelocyte
SAMSN1	0.781622864204273	0.00115662150292803	0.658921555344804	Myelocyte
SULT1A1	0.779865802375891	0.00351107612421169	0.650984509777356	Myelocyte
LGALS1	0.982549203706927	0.00474352303931511	0.632592692950368	Myelocyte
CD74	1.21517588781221	1.64674116377423e-82	0.783138982465233	Ery/Gra1
TMSB10	0.872841577580849	4.85048338301398e-74	0.771033802654689	Ery/Gra1
ACTG1	1.12616844355032	1.49407288006606e-69	0.762339120670295	Ery/Gra1
ENO1	1.20696311382143	6.12924295680374e-62	0.746675160519421	Ery/Gra1
PABPC1	0.853592153804635	1.90676254950555e-61	0.747741211021854	Ery/Gra1
TMSB4X	1.09575998035038	8.78568776601646e-58	0.739526647663471	Ery/Gra1
SMIM24	1.16212881195638	8.25813568438104e-51	0.701644784198555	Ery/Gra1
HLA-DRA	0.994358902446873	4.77520796904019e-50	0.716852379718407	Ery/Gra1
PLAC8	0.884660361558367	2.76786500084032e-49	0.709746336126227	Ery/Gra1
MPO	0.969584437887835	1.81801612931069e-48	0.718773574040483	Ery/Gra1
NAP1L1	0.869425882125761	2.39395428357194e-48	0.720504016584607	Ery/Gra1
NCL	0.943339674082398	6.48145947275371e-47	0.717660735366099	Ery/Gra1
TPM4	0.909177683080556	1.27777600486815e-46	0.686275949439982	Ery/Gra1
HSP90B1	0.925840335165611	1.70957007273865e-46	0.716572370504736	Ery/Gra1
HSP90AB1	0.901645196094839	1.88919343450541e-46	0.716657309032277	Ery/Gra1
SOX4	0.963858828121765	7.26866962244863e-46	0.702217039532406	Ery/Gra1
CALR	1.16628788884892	1.16251698693781e-41	0.705421669401975	Ery/Gra1
TBCA	0.879509064283903	2.03179215890027e-40	0.702365322046587	Ery/Gra1
SET	0.852223933741324	3.97711861951592e-39	0.699026086205407	Ery/Gra1
RBMX	1.01225894047661	5.07808361925244e-37	0.694606403501195	Ery/Gra1
AIF1	0.850427348988954	6.24953154860503e-37	0.685395611989289	Ery/Gra1
PSMB8	0.725509770339225	1.50274708511803e-36	0.66782845296709	Ery/Gra1
PRRC2C	0.784693623106368	2.39559261052839e-36	0.691909965160807	Ery/Gra1
LCP1	0.74372620799145	2.72739729017168e-36	0.686024013129481	Ery/Gra1
POU2F2	0.759147038335907	5.06099323640636e-35	0.655827646770896	Ery/Gra1
PABPC4	0.88301502820394	9.74489066382141e-35	0.687853070743716	Ery/Gra1
PRSS57	1.00040024395874	1.64396383862513e-34	0.663600241858858	Ery/Gra1
DDX21	0.707444403231279	2.76305034089217e-34	0.686524286660332	Ery/Gra1
NUCKS1	0.76434998568074	2.97578624303044e-33	0.684718263223057	Ery/Gra1
CHD4	0.808584652103407	5.16107554004743e-33	0.67859693069592	Ery/Gra1
CDK6	0.741254035790485	7.05417886544672e-32	0.676397886614264	Ery/Gra1
MYC	0.979203809441629	4.44764201640034e-31	0.675592410238692	Ery/Gra1
IGLL1	1.01283939713839	6.21962236931625e-29	0.655839163859376	Ery/Gra1
PRMT2	0.804413539415803	1.64262939576581e-28	0.664787941608361	Ery/Gra1
LDHA	0.758133135082691	3.95657554752332e-25	0.658453542944344	Ery/Gra1
BAZ1B	0.73513153702323	3.52186707592107e-24	0.656050070542167	Ery/Gra1
WDR43	0.709115313783519	6.90784556922551e-24	0.654929313869454	Ery/Gra1
HGF	0.721907191248019	1.10504351383294e-23	0.619553136966975	Ery/Gra1
MEF2C	0.712377066978661	1.31338124604407e-23	0.633589588552014	Ery/Gra1
NOP56	0.781079886435823	6.37745272123247e-23	0.654365696351962	Ery/Gra1
GSTP1	0.708006438151637	9.12782909958065e-22	0.650940802165213	Ery/Gra1
CBX3	0.764697280467221	1.37275924600638e-21	0.651883043966485	Ery/Gra1
RERE	0.732602124686733	1.93325404512859e-21	0.645604791108808	Ery/Gra1
NAA15	0.888365028249818	2.02480027394158e-21	0.64648152946935	Ery/Gra1
NGFRAP1	0.74569205822139	3.3523313647424e-19	0.63228527828165	Ery/Gra1
SMARCC1	0.717847064561454	6.640532879835e-17	0.629615473208373	Ery/Gra1
PSMC1	0.914642909226483	3.22673405655731e-16	0.627156574817886	Ery/Gra1
CD52	0.926410337612391	4.97436372376695e-16	0.618868590020443	Ery/Gra1
C9orf114	0.759495527748034	1.35254165774126e-15	0.623039935504304	Ery/Gra1
LMO4	0.79351798516855	1.50337849704956e-12	0.60703478160721	Ery/Gra1
CXCR4	0.80560817260205	1.88401702593132e-11	0.590733782499784	Ery/Gra1
MZB1	0.867557909484308	2.03729205601391e-08	0.570322622441047	Ery/Gra1
FAM178B	1.03309994686352	9.83019905216755e-129	0.856813976134489	Ery3
SYNGR1	1.05260260906591	4.82206412273489e-124	0.862763915547025	Ery3
AKR1C3	0.978387291849724	2.62967587150005e-116	0.846719979459754	Ery3
S100A6	0.95496237097925	1.92949308439484e-115	0.851139576607916	Ery3
TMEM14C	0.920178114886535	9.23207522150229e-115	0.84925385051335	Ery3
RPL4	0.718873967401167	3.24141083261011e-111	0.844792765825539	Ery3
S100A4	0.925454062375605	9.51571894053725e-111	0.844072604759951	Ery3
ATPIF1	0.814530281611875	1.06025512556607e-110	0.844008416491062	Ery3
REXO2	0.919170302021416	2.53464216426349e-103	0.831181721685928	Ery3
RPL14	0.758271950825102	7.5193403998907e-102	0.830248643435732	Ery3
GLRX	0.961090688708692	1.14145759498091e-101	0.828405970448347	Ery3
ATP5G1	0.806839172509317	1.35856943570095e-96	0.821241150629515	Ery3
TAF9	0.791329087759018	2.76491685998697e-94	0.812361251577309	Ery3
